,Name
10500, Universidad Realística de México
10501, Universidad Regiomontana
10502, Universidad Regional Amazónica IKIAM
10503, Universidad Regional Autonoma de los Andes
10504, Universidad Regional de Guatemala
10505, Universidad Regional del Norte
10506, Universidad Regional del Sureste A.C.
10507, Universidad Rey Juan Carlos
10508, Universidad Ricardo Palma
10509, Universidad Rovira i Virgili
10510, Universidad Rural de Guatemala
10511, Universidad Salesiana
10512, Universidad Salesiana
10513, Universidad Salesiana de Bolivia
10514, Universidad Salvadoreña Alberto Masferrer
10515, Universidad San Andrés
10516, Universidad San Carlos
10517, Universidad San Francisco de Asís
10518, Universidad San Francisco de Quito
10519, Universidad San Francisco Xavier
10520, Universidad San Ignacio de Loyola
10521, Universidad San Ignacio de Loyola
10522, Universidad San Jorge
10523, Universidad San Juan de la Cruz
10524, Universidad San Lorenzo
10525, Universidad San Marcos
10526, Universidad San Marcos S.C.
10527, Universidad San Pablo de Guatemala
10528, Universidad San Pedro
10529, Universidad San Sebastián
10530, Universidad Santa Clara de Asís
10531, Universidad Santa Fe A.C.
10532, Universidad Santa Lucía
10533, Universidad Santa María
10534," Universidad Santa María, Campus Guayaquil"
10535, Universidad Santa Paula
10536, Universidad Santander
10537, Universidad Santiago de Cali
10538, Universidad Santo Domingo de Guzmán
10539, Universidad Santo Tomás
10540, Universidad Santo Tomás de Aquino
10541, Universidad Santo Tomas de Oriente y Mediodía
10542," Universidad Santo Tomás, Chile"
10543, Universidad SEK
10544, Universidad Señor de Sipán
10545, Universidad Sergio Arboleda
10546, Universidad Sergio Bernales
10547, Universidad Simón Bolivar
10548, Universidad Simón Bolívar
10549," Universidad Simón Bolívar, Colombia"
10550, Universidad Simón I. Patiño
10551, Universidad SISE
10552, Universidad Sudamericana
10553, Universidad Surcolombiana
10554, Universidad Tangamanga S.C.
10555, Universidad TecMilenio
10556, Universidad Técnica de Ambato
10557, Universidad Técnica de Babahoyo
10558, Universidad Técnica de Comercialización y Desarrollo
10559, Universidad Técnica de Comercio
10560, Universidad Técnica de Cotopaxi
10561, Universidad Tecnica de Machala
10562, Universidad Técnica de Manabí
10563, Universidad Técnica de Oruro
10564, Universidad Técnica del Norte
10565, Universidad Técnica Estatal de Quevedo
10566, Universidad Técnica Federico Santa María
10567, Universidad Técnica Latinoamericana
10568, Universidad Tecnica Luis Vargas Torres
10569, Universidad Técnica Nacional
10570, Universidad Técnica Particular de Loja
10571, Universidad Técnica Privada Cosmos
10572, Universidad Tecnológica
10573, Universidad Tecnológica Americana
10574, Universidad Tecnológica Boliviana
10575, Universidad Tecnológica Centroamericana
10576, Universidad Tecnológica Costarricense
10577, Universidad Tecnológica de Acapulco
10578, Universidad Tecnológica de Aguascalientes
10579, Universidad Tecnológica de Altamira
10580, Universidad Tecnológica de Bahía de Banderas
10581, Universidad Tecnológica de Bolívar
10582, Universidad Tecnológica de Cadereyta
10583, Universidad Tecnológica de Calvillo
10584, Universidad Tecnológica de Camargo
10585, Universidad Tecnológica de Campeche
10586, Universidad Tecnológica de Cancún
10587, Universidad Tecnológica de Candelaria
10588, Universidad Tecnológica de Chetumal
10589, Universidad Tecnológica de Chihuahua
10590, Universidad Tecnológica de Chihuhahua Sur
10591, Universidad Tecnológica de Chile INACAP
10592, Universidad Tecnológica de Ciudad Juárez
10593, Universidad Tecnológica de Coahuila
10594, Universidad Tecnológica de Corregidora
10595, Universidad Tecnológica de Culiacán
10596, Universidad Tecnológica de Durango
10597, Universidad Tecnológica de El Salvador
10598, Universidad Tecnológica de Escuinapa
10599, Universidad Tecnológica de Etchojoa
10600, Universidad Tecnológica de Guaymas
10601, Universidad Tecnológica de Gutiérrez Zamora
10602," Universidad Tecnológica de Hermosillo, Sonora"
10603, Universidad Tecnológica de Honduras
10604, Universidad Tecnológica de Huejotzingo
10605, Universidad Tecnológica de Izúcar de Matamoros
10606, Universidad Tecnológica de Jalisco
10607, Universidad Tecnológica de la Babícora
10608, Universidad Tecnológica de la Costa
10609, Universidad Tecnológica de la Costa Grande de Guerrero
10610, Universidad Tecnológica de la Habana José Antonio Echeverría
10611, Universidad Tecnológica de La Huasteca Hidalguense
10612, Universidad Tecnológica de La Laguna Durango
10613, Universidad Tecnológica de la Mixteca
10614, Universidad Tecnológica de La Paz
10615, Universidad Tecnológica de la Región Carbonífera
10616, Universidad Tecnológica de la Región Centro de Coahuila
10617, Universidad Tecnológica de la Región Norte de Guerrero
10618, Universidad Tecnológica de La Riviera Maya
10619, Universidad Tecnológica de la Selva
10620, Universidad Tecnológica de la Sierra
10621, Universidad Tecnológica de la Sierra Hidalguense
10622, Universidad Tecnológica de la Sierra Sur de Oaxaca
10623, Universidad Tecnológica de la Tarahumara
10624, Universidad Tecnológica de la Tierra Caliente
10625, Universidad Tecnológica de la Zona Metropolitana de Guadalajara
10626, Universidad Tecnológica de la Zona Metropolitana del Valle de México
10627, Universidad Tecnológica de León
10628, Universidad Tecnológica de los Valles Centrales de Oaxaca
10629, Universidad Tecnológica de Manzanillo
10630, Universidad Tecnológica de Matamoros
10631, Universidad Tecnológica de México
10632, Universidad Tecnológica de Morelia
10633, Universidad Tecnológica de Nayarit
10634, Universidad Tecnológica de Nezahualcóyotl
10635," Universidad Tecnológica de Nogales, Sonora"
10636, Universidad Tecnológica de Nuevo Laredo
10637, Universidad Tecnológica de Oriental
10638, Universidad Tecnológica de Panamá
10639, Universidad Tecnológica de Paquimé
10640, Universidad Tecnológica de Parral
10641, Universidad Tecnológica de Pereira
10642, Universidad Tecnológica de Poanas
10643, Universidad Tecnológica de Puebla
10644, Universidad Tecnológica de Puerto Peñasco
10645, Universidad Tecnológica de Querétaro
10646, Universidad Tecnológica de Rodeo
10647, Universidad Tecnológica de Salamanca
10648, Universidad Tecnológica de Saltillo
10649, Universidad Tecnológica de San Juan del Río
10650, Universidad Tecnológica de San Luis Potosí
10651, Universidad Tecnológica de San Luis Río Colorado
10652, Universidad Tecnológica de San Miguel de Allende
10653, Universidad Tecnológica de Santa Catarina
10654, Universidad Tecnológica de Santiago
10655, Universidad Tecnológica de Tabasco
10656, Universidad Tecnológica de Tamaulipas Norte
10657, Universidad Tecnológica de Tecámac
10658, Universidad Tecnológica de Tecamachalco
10659, Universidad Tecnológica de Tehuacán
10660, Universidad Tecnológica de Tijuana
10661, Universidad Tecnológica de Tlaxcala
10662, Universidad Tecnológica de Torreón
10663, Universidad Tecnológica de Tulancingo
10664, Universidad Tecnológica de Tula-Tepeji
10665, Universidad Tecnológica de Xicotepec de Juárez
10666, Universidad Tecnológica de Zinacantepec
10667, Universidad Tecnológica del Centro
10668, Universidad Tecnológica del Centro de Mexico S.C.
10669, Universidad Tecnológica del Centro de Veracruz
10670," Universidad Tecnológica del Centro, Mexico"
10671, Universidad Tecnológica del Choco
10672, Universidad Tecnológica del Cibao Oriental
10673, Universidad Tecnológica del Estado de Zacatecas
10674, Universidad Tecnológica del Mar de Tamaulipas Bicentenario
10675, Universidad Tecnológica del Mar del Estado de Guerrero
10676, Universidad Tecnológica del Mayab
10677, Universidad Tecnológica del Norte de Aguascalientes
10678, Universidad Tecnológica del Norte de Coahuila
10679, Universidad Tecnológica del Norte de Guanajuato
10680, Universidad Tecnológica del Peru
10681, Universidad Tecnológica del Poniente
10682, Universidad Tecnológica del Sur
10683, Universidad Tecnológica del Sur de Sonora
10684, Universidad Tecnológica del Sur del Estado de México
10685, Universidad Tecnológica del Sur del Estado de Morelos
10686, Universidad Tecnológica del Sureste de Veracruz
10687, Universidad Tecnológica del Suroeste de Guanajuato
10688, Universidad Tecnológica del Usumacinta
10689, Universidad Tecnológica del Valle de Toluca
10690, Universidad Tecnológica del Valle del Mezquital
10691, Universidad Tecnológica El Retoño
10692, Universidad Tecnológica Emiliano Zapata del Estado de Morelos
10693, Universidad Tecnológica Empresarial de Guayaquil
10694, Universidad Tecnológica Equinoccial
10695, Universidad Tecnológica Fidel Velázquez
10696, Universidad Tecnológica General Mariano Escobedo
10697, Universidad Tecnológica Indoamérica
10698, Universidad Tecnológica Intercontinental
10699, Universidad Tecnológica La Salle
10700, Universidad Tecnológica Linares
10701, Universidad Tecnológica Metropolitana
10702," Universidad Tecnológica Metropolitana, Mexico"
10703, Universidad Tecnológica Minera de Zimapán
10704, Universidad Tecnológica Nacional
10705, Universidad Tecnológica Nicaragüense
10706, Universidad Tecnológica Oteima
10707, Universidad Tecnológica Privada de Santa Cruz
10708, Universidad Tecnológica Regional del Sur
10709, Universidad Thomas More
10710, Universidad Torcuato di Tella
10711, Universidad Unidad
10712, Universidad Unión Bolivariana
10713, Universidad Valle del Grijalva S.C.
10714, Universidad Valle del Momboy
10715, Universidad Vasco de Quiroga A.C.
10716, Universidad Venezolana de los Hidrocarburos
10717, Universidad Veracruzana
10718, Universidad Veritas
10719, Universidad Villasunción
10720, Universidad Westhill
10721, Universidad Xicotepetl A.C.
10722, Universidad Yacambú
10723, Universidad Yachay Tech
10724, Universidad YMCA
10725, Universidade 11 de Novembro
10726, Universidade Agostinho Neto
10727, Universidade Alto Vale do Rio do Peixe
10728, Universidade Anhanguera de São Paulo
10729, Universidade Anhanguera-Uniderp
10730, Universidade Anhembi Morumbi
10731, Universidade Atlântica
10732, Universidade Autónoma de Lisboa Luís de Camões
10733, Universidade Brasil
10734, Universidade Braz Cubas
10735, Universidade Cândido Mendes
10736, Universidade Castelo Branco
10737, Universidade Católica de Angola
10738, Universidade Católica de Brasília
10739, Universidade Católica de Moçambique
10740, Universidade Católica de Pelotas
10741, Universidade Católica de Pernambuco
10742, Universidade Católica de Petrópolis
10743, Universidade Católica de Santos
10744, Universidade Católica do Salvador
10745, Universidade Católica Dom Bosco
10746, Universidade Católica Portuguesa
10747, Universidade Ceuma
10748, Universidade Cidade de São Paulo
10749, Universidade Comunitária da Região de Chapecó
10750, Universidade Cruzeiro do Sul
10751, Universidade Cuíto Cuanavale
10752, Universidade da Amazônia
10753, Universidade da Beira Interior
10754, Universidade da Coruña
10755, Universidade da Integração Internacional da Lusofonia Afro-Brasileira
10756, Universidade da Madeira
10757, Universidade da Paz
10758, Universidade da Região da Campanha
10759, Universidade da Região de Joinville
10760, Universidade de Araraquara
10761, Universidade de Aveiro
10762, Universidade de Belas
10763, Universidade de Brasília
10764, Universidade de Cabo Verde
10765, Universidade de Caxias do Sul
10766, Universidade de Coimbra
10767, Universidade de Cruz Alta
10768, Universidade de Cuiabá
10769, Universidade de Díli
10770, Universidade de Évora
10771, Universidade de Fortaleza
10772, Universidade de Franca
10773, Universidade de Gurupi
10774, Universidade de Itaúna
10775, Universidade de Lisboa
10776, Universidade de Macau
10777, Universidade de Marília
10778, Universidade de Mogi das Cruzes
10779, Universidade de Passo Fundo
10780, Universidade de Pernambuco
10781, Universidade de Ribeirão Preto
10782, Universidade de Rio Verde
10783, Universidade de Santa Cruz do Sul
10784, Universidade de Santiago
10785, Universidade de São Paulo
10786, Universidade de Sorocaba
10787, Universidade de Taubaté
10788, Universidade de Trás-os-Montes e Alto Douro
10789, Universidade de Uberaba
10790, Universidade de Vassouras
10791, Universidade de Vigo
10792, Universidade do Algarve
10793, Universidade do Contestado
10794, Universidade do Estado da Bahia
10795, Universidade do Estado de Mato Grosso
10796, Universidade do Estado de Minas Gerais
10797, Universidade do Estado de Santa Catarina
10798, Universidade do Estado do Amapá
10799, Universidade do Estado do Amazonas
10800, Universidade do Estado do Pará
10801, Universidade do Estado do Rio de Janeiro
10802, Universidade do Estado do Rio Grande do Norte
10803, Universidade do Extremo Sul Catarinense
10804, Universidade do Grande Rio
10805, Universidade do Mindelo
10806, Universidade do Minho
10807, Universidade do Oeste de Santa Catarina
10808, Universidade do Oeste Paulista
10809, Universidade do Planalto Catarinense
10810, Universidade do Porto
10811, Universidade do Sagrado Coração
10812, Universidade do Sul de Santa Catarina
10813, Universidade do Vale do Itajaí
10814, Universidade do Vale do Paraíba
10815, Universidade do Vale do Rio dos Sinos
10816, Universidade do Vale do Sapucaí
10817, Universidade do Vale do Taquari
10818, Universidade dos Açores
